Timestamp,Label,Width,Height,Left,Top
30500,Person,0.0970948114991188,0.48209553956985474,0.5308133959770203,0.2661394476890564
31000,Person,0.17036382853984833,0.5166957378387451,0.6393116116523743,0.25938543677330017
31000,Person,0.14888907968997955,0.49778735637664795,0.2112833857536316,0.13197363913059235
31000,Person,0.09932120889425278,0.41121646761894226,0.560879111289978,0.22038662433624268
31500,Person,0.16095860302448273,0.5149651765823364,0.6865831017494202,0.24018722772598267
31500,Person,0.1487031728029251,0.47734466195106506,0.1592695116996765,0.1297958493232727
31500,Person,0.09357043355703354,0.3835951089859009,0.6286672353744507,0.19927924871444702
32000,Person,0.09355378150939941,0.3552120327949524,0.6805707812309265,0.1926424354314804
32000,Person,0.17268681526184082,0.44723257422447205,0.7289345264434814,0.24183480441570282
32000,Person,0.14941461384296417,0.449431449174881,0.10089202970266342,0.1371835470199585
32500,Person,0.14627306163311005,0.4428459405899048,0.8069553375244141,0.24743767082691193
32500,Person,0.15722323954105377,0.4423690438270569,0.009953881613910198,0.14711463451385498
32500,Person,0.08573714643716812,0.3475673794746399,0.7470663189888,0.2025250345468521
33000,Person,0.10039719939231873,0.42072543501853943,0,0.16505111753940582
33000,Person,0.13353610038757324,0.4072088599205017,0.859729528427124,0.24627329409122467
33000,Person,0.08467093855142593,0.3356107473373413,0.801816463470459,0.211552694439888
33500,Person,0.08654395490884781,0.3211193084716797,0.852948009967804,0.22682949900627136
33500,Person,0.09187785536050797,0.3051917850971222,0.9074802994728088,0.31508901715278625
33500,Person,0.06438062340021133,0.257850706577301,0,0.32339319586753845
34000,Person,0.08278433233499527,0.2940168082714081,0.8973668217658997,0.2382560521364212
34500,Person,0.07285094261169434,0.27180320024490356,0.9266457557678223,0.2514156103134155
43500,Person,0.22978679835796356,0.32840409874916077,0.4725821912288666,0.6703165769577026
44000,Person,0.20250320434570312,0.6666004061698914,0.38628867268562317,0.3306575417518616
44500,Person,0.15136557817459106,0.6935520768165588,0.32979848980903625,0.1935938596725464
45000,Person,0.16912366449832916,0.544100284576416,0.27547889947891235,0.15209947526454926
45500,Person,0.19361364841461182,0.45114776492118835,0.15182943642139435,0.15366141498088837
46000,Person,0.15444807708263397,0.42397934198379517,0.037708085030317307,0.16145306825637817
46500,Person,0.11169426888227463,0.3255308270454407,0.00010366361675551161,0.2539665699005127
