Timestamp,Label,Width,Height,Left,Top
1500,Person,0.1424911767244339,0.22467486560344696,0.23289497196674347,0.7747148871421814
2000,Person,0.15954087674617767,0.5173295736312866,0.3130355179309845,0.481313019990921
2500,Person,0.1366529017686844,0.5984559059143066,0.37693265080451965,0.3287404477596283
3000,Person,0.10152622312307358,0.5253749489784241,0.43777260184288025,0.23447372019290924
3500,Person,0.09730347245931625,0.4665638208389282,0.5163239240646362,0.19925901293754578
4000,Person,0.10043060779571533,0.4370790421962738,0.5995687246322632,0.18087530136108398
4500,Person,0.11999869346618652,0.4038061201572418,0.6627473831176758,0.1841159611940384
5000,Person,0.11293260008096695,0.3779720366001129,0.7458329796791077,0.19508513808250427
5500,Person,0.12444519996643066,0.3528406620025635,0.8008573651313782,0.211695596575737
6000,Person,0.10724329948425293,0.3327583074569702,0.8695787787437439,0.22346922755241394
6500,Person,0.09004521369934082,0.26990675926208496,0.9092723727226257,0.260906457901001
15000,Person,0.1314481943845749,0.18481919169425964,0.5510312914848328,0.8151468634605408
15000,Person,0.10482287406921387,0.22512231767177582,0.20575179159641266,0.7748776078224182
15500,Person,0.19469068944454193,0.44073745608329773,0.20847322046756744,0.5563977956771851
15500,Person,0.1576545238494873,0.4103393256664276,0.46820196509361267,0.588016927242279
16000,Person,0.16939054429531097,0.5915783643722534,0.22769218683242798,0.4058881103992462
16000,Person,0.1453281193971634,0.5617602467536926,0.4307163655757904,0.43820691108703613
16500,Person,0.1431550532579422,0.613096296787262,0.24913401901721954,0.29554760456085205
16500,Person,0.11906683444976807,0.5316870808601379,0.4183347225189209,0.32961463928222656
17000,Person,0.10642615705728531,0.5120736956596375,0.375314325094223,0.257207989692688
17000,Person,0.1527692824602127,0.587650716304779,0.22433574497699738,0.2532470226287842
17500,Person,0.14313389360904694,0.5448115468025208,0.19439400732517242,0.22428201138973236
17500,Person,0.09991145133972168,0.4979696571826935,0.33561062812805176,0.21086324751377106
18000,Person,0.12115468829870224,0.42215821146965027,0.27302998304367065,0.1912841796875
18000,Person,0.11706484109163284,0.4954904615879059,0.15692433714866638,0.19438473880290985
18500,Person,0.13434259593486786,0.46625879406929016,0.09310751408338547,0.19875667989253998
18500,Person,0.10073608160018921,0.4097827672958374,0.20916897058486938,0.18156398832798004
19000,Person,0.09128040820360184,0.39864763617515564,0.14099837839603424,0.17940033972263336
19000,Person,0.138135626912117,0.4616069793701172,0.04831606149673462,0.2001715749502182
19500,Person,0.11697161197662354,0.3805469870567322,0.07619738578796387,0.19077295064926147
19500,Person,0.13345302641391754,0.42822563648223877,0.0005918361130170524,0.21545881032943726
20000,Person,0.11821313947439194,0.3707294762134552,0.03404390439391136,0.1986861377954483
20000,Person,0.06587711721658707,0.3478286564350128,0.00010733521776273847,0.3004341423511505
20500,Person,0.09945359826087952,0.34615761041641235,0.00013018620666116476,0.20457705855369568
21000,Person,0.05706270411610603,0.21096204221248627,0,0.3402669429779053
21500,Person,0.0354742631316185,0.17465323209762573,0.00014863439719192684,0.3765060007572174
28500,Person,0.2477625459432602,0.3410104215145111,0.1599271148443222,0.6584468483924866
28500,Person,0.12730951607227325,0.1430499404668808,0.4679631292819977,0.8562394380569458
29000,Person,0.15261216461658478,0.378614217042923,0.4568481743335724,0.620289146900177
29000,Person,0.2366253286600113,0.5623176097869873,0.21188682317733765,0.43590399622917175
29000,Person,0.1928069144487381,0.28113457560539246,0.5979103446006775,0.7167208790779114
29500,Person,0.2204304188489914,0.4702697992324829,0.5381885170936584,0.528186023235321
29500,Person,0.2047836184501648,0.6835260987281799,0.23441480100154877,0.31640928983688354
29500,Person,0.13050003349781036,0.43650591373443604,0.47031643986701965,0.4548138380050659
30000,Person,0.1580769568681717,0.6710045337677002,0.2541377544403076,0.21918010711669922
30000,Person,0.10718397051095963,0.5346186757087708,0.49596408009529114,0.34149402379989624
30000,Person,0.1857350617647171,0.6131401062011719,0.5782332420349121,0.38521263003349304
30500,Person,0.15976770222187042,0.5755670070648193,0.6078010201454163,0.29263246059417725
30500,Person,0.15100838243961334,0.5720314979553223,0.255772203207016,0.1550944447517395
